Topic,Title,Authors,Publication,Date,Citations,Volume,Issue,Pages,DOI,Abstract
bioinformatics,Peptide binding classification on quantum computers,London C.,Quantum Machine Intelligence,2024-12-01,0,6,2,,10.1007/s42484-024-00154-3,No abstract available
bioinformatics,Trace amine associated receptor 1: predicted effects of single nucleotide variants on structure-function in geographically diverse populations,Shajan B.,Human Genomics,2024-12-01,0,18,1,,10.1186/s40246-024-00620-w,No abstract available
bioinformatics,"Genome-wide identification, molecular evolution and expression analysis of the B-box gene family in mung bean (Vigna radiata L.)",Yin L.,BMC Plant Biology,2024-12-01,0,24,1,,10.1186/s12870-024-05236-9,No abstract available
bioinformatics,Dual anti-angiogenic and anti-inflammatory action of tRNA-Cys-5-0007 in ocular vascular disease,Ma Y.,Journal of Translational Medicine,2024-12-01,0,22,1,,10.1186/s12967-024-05338-w,No abstract available
bioinformatics,Downregulation of enhancer RNA AC003092.1 is associated with poor prognosis in kidney renal clear cell carcinoma,Li J.J.,Scientific Reports,2024-12-01,0,14,1,,10.1038/s41598-024-64431-8,No abstract available
bioinformatics,Reduced expression of cathepsin F predicts poor prognosis in patients with clear cell renal cell carcinoma,Zhou X.,Scientific Reports,2024-12-01,0,14,1,,10.1038/s41598-024-64542-2,No abstract available
bioinformatics,The GEA pipeline for characterizing Escherichia coli and Salmonella genomes,Dickey A.M.,Scientific Reports,2024-12-01,0,14,1,,10.1038/s41598-024-63832-z,No abstract available
bioinformatics,CelFiE-ISH: a probabilistic model for multi-cell type deconvolution from single-molecule DNA methylation haplotypes,Unterman I.,Genome Biology,2024-12-01,0,25,1,,10.1186/s13059-024-03275-x,No abstract available
bioinformatics,A refined picture of the native amine dehydrogenase family revealed by extensive biodiversity screening,Elisée E.,Nature Communications,2024-12-01,0,15,1,,10.1038/s41467-024-49009-2,No abstract available
bioinformatics,Prediction of the most deleterious non-synonymous SNPs in the human IL1B gene: evidence from bioinformatics analyses,Abuzaid O.,BMC Genomic Data,2024-12-01,0,25,1,,10.1186/s12863-024-01233-x,No abstract available
bioinformatics,The identification of hub genes associated with pure ground glass nodules using weighted gene co-expression network analysis,Cheng Y.,BMC Pulmonary Medicine,2024-12-01,0,24,1,,10.1186/s12890-024-03072-z,No abstract available
bioinformatics,interFLOW: maximum flow framework for the identification of factors mediating the signaling convergence of multiple receptors,Sheinin R.,npj Systems Biology and Applications,2024-12-01,0,10,1,,10.1038/s41540-024-00391-z,No abstract available
bioinformatics,Hypoxia within tumor microenvironment characterizes distinct genomic patterns and aids molecular subtyping for guiding individualized immunotherapy,Shi R.,Journal of Big Data,2024-12-01,0,11,1,,10.1186/s40537-024-00945-2,No abstract available
bioinformatics,Advanced methods for gene network identification and noise decomposition from single-cell data,Fang Z.,Nature Communications,2024-12-01,0,15,1,,10.1038/s41467-024-49177-1,No abstract available
bioinformatics,An insulin-like signalling pathway model for Fasciola gigantica,Wu D.,BMC Veterinary Research,2024-12-01,0,20,1,,10.1186/s12917-024-04107-7,No abstract available
bioinformatics,Keeping up with the pathogens: improved antimicrobial resistance detection and prediction from Pseudomonas aeruginosa genomes,Madden D.E.,Genome Medicine,2024-12-01,0,16,1,,10.1186/s13073-024-01346-z,No abstract available
bioinformatics,Mechanism and bioinformatics analysis of the effect of berberine-enhanced fluconazole against drug-resistant Candida albicans,Wu S.,BMC Microbiology,2024-12-01,0,24,1,,10.1186/s12866-024-03334-0,No abstract available
bioinformatics,Long non-coding RNA MIAT serves as a biomarker of fragility fracture and promotes fracture healing,Yu C.,Journal of Orthopaedic Surgery and Research,2024-12-01,0,19,1,,10.1186/s13018-024-04824-7,No abstract available
bioinformatics,Rule-based omics mining reveals antimicrobial macrocyclic peptides against drug-resistant clinical isolates,Cheng Z.,Nature Communications,2024-12-01,0,15,1,,10.1038/s41467-024-49215-y,No abstract available
bioinformatics,Potential role of salivary lactic acid bacteria in pathogenesis of oral lichen planus,Ren X.,BMC Microbiology,2024-12-01,0,24,1,,10.1186/s12866-024-03350-0,No abstract available
bioinformatics,Integrating transformers and many-objective optimization for drug design,Aksamit N.,BMC Bioinformatics,2024-12-01,0,25,1,,10.1186/s12859-024-05822-6,No abstract available
bioinformatics,"Correction to: A novel approach for predicting upstream regulators (PURE) that affect gene expression (Scientific Reports, (2023), 13, 1, (18571), 10.1038/s41598-023-41374-0)",Nguyen T.,Scientific Reports,2024-12-01,0,14,1,,10.1038/s41598-024-64281-4,No abstract available
bioinformatics,Dysregulated RNA editing of EIF2AK2 in polycystic ovary syndrome: clinical relevance and functional implications,Kong F.S.,BMC Medicine,2024-12-01,0,22,1,,10.1186/s12916-024-03434-8,No abstract available
genomics,"Gene expression profiles of Chinese medaka (Oryzias sinensis) primary hepatocytes in response to estrone (E<inf>1</inf>), 17β-estradiol (E<inf>2</inf>) and estriol (E<inf>3</inf>)",Wang Y.,Journal of Environmental Sciences (China),2025-06-01,0,152,No issue available,368-375,10.1016/j.jes.2024.03.047,No abstract available
genomics,Metagenomics reveals the resistance patterns of electrochemically treated erythromycin fermentation residue,Zhou J.,Journal of Environmental Sciences (China),2025-02-01,0,148,No issue available,567-578,10.1016/j.jes.2024.01.030,No abstract available
genomics,Nitrogen-cycling processes under long-term compound heavy metal(loids) pressure around a gold mine: Stimulation of nitrite reduction,Hu X.,Journal of Environmental Sciences (China),2025-01-01,1,147,No issue available,571-581,10.1016/j.jes.2023.12.027,No abstract available
genomics,"Metagenomic perspectives on antibiotic resistance genes in tap water: The environmental characteristic, potential mobility and health threat",Meng Q.,Journal of Environmental Sciences (China),2025-01-01,0,147,No issue available,582-596,10.1016/j.jes.2023.12.023,No abstract available
genomics,The amino acid transporter SLC7A11 expression in breast cancer,Nath P.,Cancer biology &amp; therapy,2024-12-31,1,25,1,2291855,10.1080/15384047.2023.2291855,No abstract available
genomics,Improving Care for Marginalized Populations at Risk for Hereditary Cancer Syndromes: Innovations that Expanded Reach in the CHARM Study,Gilmore M.J.,Public Health Genomics,2024-12-23,0,27,1,16-22,10.1159/000535610,No abstract available
genomics,"Next-Generation Public Health Genomics: A Call to Assess the Equitable Implementation, Population Health Impact, and Sustainability of Precision Public Health Applications",Roberts M.C.,Public Health Genomics,2024-12-21,1,27,1,30-34,10.1159/000535579,No abstract available
genomics,Placing Publics in Public Health Genomics,Fox B.M.,Public Health Genomics,2024-12-21,0,27,1,23-29,10.1159/000535942,No abstract available
genomics,We Need to Stand Together on the Shoulders of Giants: Consolidating Effective Approaches for Translating Genomics into Practice with Implementation Science,Best S.,Public Health Genomics,2024-12-21,0,27,1,12-15,10.1159/000535667,No abstract available
genomics,Genome wide association study and genomic risk prediction of age related macular degeneration in Israel,Grunin M.,Scientific Reports,2024-12-01,0,14,1,,10.1038/s41598-024-63065-0,No abstract available
genomics,"Whole transcriptome analysis to identify non-coding RNA regulators and hub genes in sperm of non-obstructive azoospermia by microarray, single-cell RNA sequencing, weighted gene co-expression network analysis, and mRNA-miRNA-lncRNA interaction analysis",Karoii D.H.,BMC Genomics,2024-12-01,0,25,1,,10.1186/s12864-024-10506-9,No abstract available
genomics,The GEA pipeline for characterizing Escherichia coli and Salmonella genomes,Dickey A.M.,Scientific Reports,2024-12-01,0,14,1,,10.1038/s41598-024-63832-z,No abstract available
genomics,Shared genetic effect of kidney function on bipolar and major depressive disorders: a large-scale genome-wide cross-trait analysis,Yu S.,Human Genomics,2024-12-01,0,18,1,,10.1186/s40246-024-00627-3,No abstract available
genomics,Genomic analysis based on chromosome-level genome assembly reveals Myrtaceae evolution and terpene biosynthesis of rose myrtle,Yang L.,BMC Genomics,2024-12-01,0,25,1,,10.1186/s12864-024-10509-6,No abstract available
genomics,Genetic assessment and candidate genes identification for breed-specific characteristics of Qingyuan partridge chicken based on runs of homozygosity,Zhang X.,BMC Genomics,2024-12-01,0,25,1,,10.1186/s12864-024-10492-y,No abstract available
genomics,Comparative and phylogenetic analysis of chloroplast genomes from four species in Quercus section Cyclobalanopsis,Li B.,BMC Genomic Data,2024-12-01,0,25,1,,10.1186/s12863-024-01232-y,No abstract available
genomics,Integrating plasma protein-centric multi-omics to identify potential therapeutic targets for pancreatic cancer,Zhou S.,Journal of Translational Medicine,2024-12-01,0,22,1,,10.1186/s12967-024-05363-9,No abstract available
genomics,Comparative genomics reveals insights into the potential of Lysinibacillus irui as a plant growth promoter,Hilário S.,Applied Microbiology and Biotechnology,2024-12-01,0,108,1,,10.1007/s00253-024-13210-6,No abstract available
genomics,"Perspectives of researchers, science policy makers and research ethics committee members on the feedback of individual genetic research findings in African genomics research",Musvipwa F.,BMC Medical Ethics,2024-12-01,0,25,1,,10.1186/s12910-024-01068-2,No abstract available
genomics,"Altered glia-neuron communication in Alzheimer’s Disease affects WNT, p53, and NFkB Signaling determined by snRNA-seq",Soelter T.M.,Cell Communication and Signaling,2024-12-01,0,22,1,,10.1186/s12964-024-01686-8,No abstract available
genomics,Biologically meaningful genome interpretation models to address data underdetermination for the leaf and seed ionome prediction in Arabidopsis thaliana,Raimondi D.,Scientific Reports,2024-12-01,0,14,1,,10.1038/s41598-024-63855-6,No abstract available
genomics,Single-cell RNA-seq reveals the effects of the FecB mutation on the transcriptome profile in ovine cumulus cells,Guo X.,Scientific Reports,2024-12-01,0,14,1,,10.1038/s41598-024-64001-y,No abstract available
genomics,Keeping up with the pathogens: improved antimicrobial resistance detection and prediction from Pseudomonas aeruginosa genomes,Madden D.E.,Genome Medicine,2024-12-01,0,16,1,,10.1186/s13073-024-01346-z,No abstract available
genomics,Associations of lipids and lipid-modifying drug target genes with atrial fibrillation risk based on genomic data,Tao Y.,Lipids in Health and Disease,2024-12-01,0,23,1,,10.1186/s12944-024-02163-4,No abstract available
genomics,Genomic exploration of the fermented meat isolate Staphylococcus shinii IMDO-S216 with a focus on competitiveness-enhancing secondary metabolites,Sosa-Fajardo A.,BMC Genomics,2024-12-01,0,25,1,,10.1186/s12864-024-10490-0,No abstract available
renewable energy,N-doped Cu<inf>2</inf>O with the tunable Cu<sup>0</sup> and Cu<sup>+</sup> sites for selective CO<inf>2</inf> electrochemical reduction to ethylene,Shen Y.,Journal of Environmental Sciences (China),2025-04-01,1,150,No issue available,246-253,10.1016/j.jes.2024.03.012,No abstract available
renewable energy,Negawatt-Driven Sustainable Energy Management Based-on Nanomaterial-Enhanced Batteries,Hassan M.A.,Journal of Advanced Research in Applied Sciences and Engineering Technology,2025-02-01,0,44,2,247-259,10.37934/araset.44.2.247259,No abstract available
renewable energy,Unveiling the photocatalytic marvels: Recent advances in solar heterojunctions for environmental remediation and energy harvesting,Askari N.,Journal of Environmental Sciences (China),2025-02-01,4,148,No issue available,283-297,10.1016/j.jes.2024.01.006,No abstract available
renewable energy,Design and Performance Analysis of a PDO FOPID Controller Based UPQC for Grid Connected Hybrid Renewable Energy Sources,Nagaraju S.,GMSARN International Journal,2025-01-01,0,19,1,29-37,No DOI available,No abstract available
renewable energy,Sustainable Development in Renewable Energy: Solar Energy Application in Malaysia,Lin L.Y.,Journal of Advanced Research in Applied Sciences and Engineering Technology,2025-01-01,0,43,1,1-16,10.37934/araset.43.1.116,No abstract available
renewable energy,A review of functions and mechanisms of clay soil conditioners and catalysts in thermal remediation compared to emerging photo-thermal catalysis,Zhang J.,Journal of Environmental Sciences (China),2025-01-01,1,147,No issue available,22-35,10.1016/j.jes.2023.11.006,No abstract available
renewable energy,Investigation into the photothermal catalytic CO<inf>2</inf> decomposition over CeO<inf>2</inf> with different morphologies: Behaviors of oxygen vacancies,Zheng D.,Separation and Purification Technology,2024-12-18,0,350,No issue available,,10.1016/j.seppur.2024.127973,No abstract available
renewable energy,A fractional-order multiple-model type-2 fuzzy control for interconnected power systems incorporating renewable energies and demand response,Yan S.R.,Energy Reports,2024-12-01,0,12,No issue available,187-196,10.1016/j.egyr.2024.06.018,No abstract available
renewable energy,Research on deep peaking cost allocation mechanism considering peaking demand subject and thermal power unit,Zhang H.,Energy Reports,2024-12-01,0,12,No issue available,158-172,10.1016/j.egyr.2024.06.011,No abstract available
renewable energy,Material energy citizenship through participation in citizen-financed photovoltaic projects,Sierro F.,"Energy, Sustainability and Society",2024-12-01,0,14,1,,10.1186/s13705-024-00465-0,No abstract available
renewable energy,Understanding stakeholder attitudes towards low-head pumped hydro storage technology,Ansorena Ruiz R.,"Energy, Sustainability and Society",2024-12-01,0,14,1,,10.1186/s13705-024-00466-z,No abstract available
renewable energy,Predicting suitable habitats for foraging and migration in Eastern Indian Ocean pygmy blue whales from satellite tracking data,Ferreira L.C.,Movement Ecology,2024-12-01,0,12,1,,10.1186/s40462-024-00481-x,No abstract available
renewable energy,Do current energy policies in Germany promote the use of biomass in areas where it is particularly beneficial to the system? Analysing short- and long-term energy scenarios,Jordan M.,"Energy, Sustainability and Society",2024-12-01,0,14,1,,10.1186/s13705-024-00464-1,No abstract available
renewable energy,A systematic review of fault characteristics and protection schemes in hybrid AC/DC networks: Challenges and future directions,Mehdi A.,Energy Reports,2024-12-01,0,12,No issue available,120-142,10.1016/j.egyr.2024.05.077,No abstract available
renewable energy,Investigating the impact of alumina nanoparticles in coconut oil distillate biodiesel to lessen emissions in direct injection diesel engine,Rajesh K.,Scientific Reports,2024-12-01,0,14,1,,10.1038/s41598-024-63862-7,No abstract available
renewable energy,Design of a sustainable supply chain network of biomass renewable energy in the case of disruption,Aslani L.,Scientific Reports,2024-12-01,0,14,1,,10.1038/s41598-024-64341-9,No abstract available
renewable energy,A statistical model of solar radiation absorption in the United States,Atthasongkhro J.,"Terrestrial, Atmospheric and Oceanic Sciences",2024-12-01,0,35,1,,10.1007/s44195-024-00069-3,No abstract available
renewable energy,Global determinants of methane emissions in OECD countries: A dynamic panel approach,Chovancová J.,Research in Globalization,2024-12-01,0,9,No issue available,,10.1016/j.resglo.2024.100232,No abstract available
renewable energy,From cells to power cells: harnessing bacterial electron transport for microbial fuel cells (MFCs),Garimella S.S.S.,Annals of Microbiology,2024-12-01,0,74,1,,10.1186/s13213-024-01761-y,No abstract available
renewable energy,Control strategies of 15-level modified cascaded H-bridge MLI with solar PV and energy storage system,Anusha G.,Energy Reports,2024-12-01,0,12,No issue available,2-26,10.1016/j.egyr.2024.06.003,No abstract available
renewable energy,"Understanding the relationships among experience with extreme weather events, perceptions of climate change, carbon dependency, and public support for renewable energies in the United States",Shao W.,Energy and Climate Change,2024-12-01,0,5,No issue available,,10.1016/j.egycc.2024.100139,No abstract available
renewable energy,Impact of Information and Communication Technologies and Renewable Energy Consumption on Carbon Emissions in Africa,Onyeneke R.U.,Carbon Research,2024-12-01,0,3,1,,10.1007/s44246-024-00130-3,No abstract available
renewable energy,Smart home energy management systems in India: a socio-economic commitment towards a green future,George T.,Discover Sustainability,2024-12-01,0,5,1,,10.1007/s43621-024-00295-2,No abstract available
renewable energy,Discovering two general characteristic times of transient responses in solid oxide cells,Liang Z.,Nature Communications,2024-12-01,0,15,1,,10.1038/s41467-024-48785-1,No abstract available
renewable energy,Enhancing grid resiliency in distributed energy systems through a comprehensive review and comparative analysis of islanding detection methods,Kulkarni M.S.,Scientific Reports,2024-12-01,0,14,1,,10.1038/s41598-024-62690-z,No abstract available
nanotechnology,Mechanism of nano-scale zero-valent iron modified biochar for enhancing low-nitrogen anammox process resistance to low temperatures,Chen W.,Journal of Environmental Sciences (China),2025-06-01,0,152,No issue available,442-452,10.1016/j.jes.2024.05.049,No abstract available
nanotechnology,Subacute exposure to black phosphorus quantum dots induces cardiac fibrosis and the potential role of gut microbiota,Han J.,Journal of Environmental Sciences (China),2025-06-01,0,152,No issue available,167-177,10.1016/j.jes.2024.03.049,No abstract available
nanotechnology,Recent advcances on plant-based bioengineered nanoparticles using secondary metabolites and their potential in lung cancer management,Islam A.,Journal of Future Foods,2025-03-01,0,5,1,1-20,10.1016/j.jfutfo.2024.01.001,No abstract available
nanotechnology,Highly efficient catalytic transfer hydrogenation for the conversion of nitrobenzene to aniline over PdO/TiO<inf>2</inf>: The key role of in situ switching from PdO to Pd,Lu A.,Journal of Environmental Sciences (China),2025-02-01,2,148,No issue available,515-528,10.1016/j.jes.2023.10.010,No abstract available
nanotechnology,Microstructural evolution and its influence on the wear resistance of a laser directed energy deposited Ni-based single crystal superalloy,Ren C.,Journal of Materials Science and Technology,2025-01-10,0,205,No issue available,127-138,10.1016/j.jmst.2024.03.048,No abstract available
nanotechnology,Unveiling nano-scale chemical inhomogeneity in surface oxide films formed on V- and N-containing martensite stainless steel by synchrotron X-ray photoelectron emission spectroscopy/microscopy and microscopic X-ray absorption spectroscopy,Yue X.,Journal of Materials Science and Technology,2025-01-10,1,205,No issue available,191-203,10.1016/j.jmst.2024.04.006,No abstract available
nanotechnology,Efficiency of nano-emulsion of propolis with activator adjuvants in improving the pesticide application technology on eggplant leaves,Ahmed Ali Romeh Z.,"Environmental Nanotechnology, Monitoring and Management",2024-12-01,0,22,No issue available,,10.1016/j.enmm.2024.100976,No abstract available
nanotechnology,Numerical simulation study of nanoparticle diffusion in gray matter,Chen P.,Computational and Structural Biotechnology Journal,2024-12-01,0,25,No issue available,95-104,10.1016/j.csbj.2024.06.002,No abstract available
nanotechnology,Green synthesis of zinc oxide nanoparticles using Rhus coriaria extract and their anticancer activity against triple-negative breast cancer cells,Mongy Y.,Scientific Reports,2024-12-01,0,14,1,,10.1038/s41598-024-63258-7,No abstract available
nanotechnology,Harnessing barley grains for green synthesis of gold and silver nanoparticles with antibacterial potential,Singh P.,Discover Nano,2024-12-01,0,19,1,,10.1186/s11671-024-04042-4,No abstract available
nanotechnology,Surface modified ferrite nanoparticles as efficient detectors of heavy metals in natural solutions,Kalska-Szostko B.,"Environmental Nanotechnology, Monitoring and Management",2024-12-01,0,22,No issue available,,10.1016/j.enmm.2024.100958,No abstract available
nanotechnology,Strategic disruption of cancer’s powerhouse: precise nanomedicine targeting of mitochondrial metabolism,Lin P.,Journal of Nanobiotechnology,2024-12-01,0,22,1,,10.1186/s12951-024-02585-3,No abstract available
nanotechnology,Surface modified niosomal quercetin with cationic lipid: an appropriate drug delivery system against Pseudomonas aeruginosa Infections,Hemmati J.,Scientific Reports,2024-12-01,0,14,1,,10.1038/s41598-024-64416-7,No abstract available
nanotechnology,"Enhancing the production of PHA in Scenedesmus sp. by the addition of green synthesized nitrogen, phosphorus, and nitrogen–phosphorus-doped carbon dots",Sánchez-Pineda P.A.,Biotechnology for Biofuels and Bioproducts,2024-12-01,0,17,1,,10.1186/s13068-024-02522-4,No abstract available
nanotechnology,Recent progress of iron-based nanomaterials in gene delivery and tumor gene therapy,Gong Y.,Journal of Nanobiotechnology,2024-12-01,0,22,1,,10.1186/s12951-024-02550-0,No abstract available
nanotechnology,Control of cell membrane receptor condensation by adhesion to supported bilayers with nanoscale topography,Li L.,Communications Physics,2024-12-01,0,7,1,,10.1038/s42005-024-01670-1,No abstract available
nanotechnology,The draft genome of Nitzschia closterium f. minutissima and transcriptome analysis reveals novel insights into diatom biosilicification,Li Y.,BMC Genomics,2024-12-01,0,25,1,,10.1186/s12864-024-10479-9,No abstract available
nanotechnology,Cascade catalysis nanozyme for interfacial functionalization in combating implant infections associated with diabetes via sonodynamic therapy and adaptive immune activation,Xu K.,Biomaterials,2024-12-01,0,311,No issue available,,10.1016/j.biomaterials.2024.122649,No abstract available
nanotechnology,Platinum nanoparticles: tiny titans in therapy,Dutta S.,Discover Materials,2024-12-01,0,4,1,,10.1007/s43939-024-00082-w,No abstract available
nanotechnology,Toward Artificial Peptide Nanocapsules,Wang Y.,Nano-Micro Letters,2024-12-01,0,16,1,,10.1007/s40820-024-01443-z,No abstract available
nanotechnology,"NanoConstruct: A web application builder of ellipsoidal nanoparticles for the investigation of their crystal growth, stability, and the calculation of atomistic descriptors",Kolokathis P.D.,Computational and Structural Biotechnology Journal,2024-12-01,0,25,No issue available,81-90,10.1016/j.csbj.2024.05.039,No abstract available
nanotechnology,Formulation of quinoa oil-alginate loaded nanoemulsion and its anticancer efficacy as a therapy for chemically induced breast cancer,El makawy A.I.,Molecular Biology Reports,2024-12-01,0,51,1,,10.1007/s11033-024-09619-x,No abstract available
nanotechnology,Therapeutic nanobodies against SARS-CoV-2 and other pathogenic human coronaviruses,Yang Y.,Journal of Nanobiotechnology,2024-12-01,0,22,1,,10.1186/s12951-024-02573-7,No abstract available
nanotechnology,Boosting antitumor efficacy using docetaxel-loaded nanoplatforms: from cancer therapy to regenerative medicine approaches,Beheshtizadeh N.,Journal of Translational Medicine,2024-12-01,0,22,1,,10.1186/s12967-024-05347-9,No abstract available
nanotechnology,"Adjuvants for cancer mRNA vaccines in the era of nanotechnology: strategies, applications, and future directions",Cao L.M.,Journal of Nanobiotechnology,2024-12-01,0,22,1,,10.1186/s12951-024-02590-6,No abstract available
biotechnology,Combination of electrochemical advanced oxidation and biotreatment for wastewater treatment and soil remediation,Zeng W.,Journal of Environmental Sciences (China),2025-04-01,1,150,No issue available,36-53,10.1016/j.jes.2024.02.036,No abstract available
biotechnology,Recent advcances on plant-based bioengineered nanoparticles using secondary metabolites and their potential in lung cancer management,Islam A.,Journal of Future Foods,2025-03-01,0,5,1,1-20,10.1016/j.jfutfo.2024.01.001,No abstract available
biotechnology,Hybrid and enhanced electrokinetic system for soil remediation from heavy metals and organic matter,Hamdi F.M.,Journal of Environmental Sciences (China),2025-01-01,3,147,No issue available,424-450,10.1016/j.jes.2023.11.005,No abstract available
biotechnology,Enhancing microbial superoxide generation and conversion to hydroxyl radicals for enhanced bioremediation using iron-binding ligands,Wang Y.,Journal of Environmental Sciences (China),2025-01-01,0,147,No issue available,597-606,10.1016/j.jes.2023.11.023,No abstract available
biotechnology,Degradation of gaseous hydrocarbons in aerated stirred bioreactors inoculated with Rhodococcus erythropolis: Effect of the carbon source and SIFT-MS method development,Lamprea Pineda P.A.,Journal of Environmental Sciences (China),2025-01-01,0,147,No issue available,268-281,10.1016/j.jes.2023.10.020,No abstract available
biotechnology,The evolution of media reportage on GMOs in Ghana following approval of first GM crop,Gakpo J.O.,GM crops &amp; food,2024-12-31,0,15,1,16-27,10.1080/21645698.2024.2365481,No abstract available
biotechnology,Experimental evaluation of bearingless spinfilter topologies,Beglinger L.,Separation and Purification Technology,2024-12-18,0,350,No issue available,,10.1016/j.seppur.2024.127845,No abstract available
biotechnology,Pathology of pain and its implications for therapeutic interventions,Cao B.,Signal Transduction and Targeted Therapy,2024-12-01,0,9,1,,10.1038/s41392-024-01845-w,No abstract available
biotechnology,"IMA Genome – F19: A genome assembly and annotation guide to empower mycologists, including annotated draft genome sequences of Ceratocystis pirilliformis, Diaporthe australafricana, Fusarium ophioides, Paecilomyces lecythidis, and Sporothrix stenoceras",Aylward J.,IMA Fungus,2024-12-01,0,15,1,,10.1186/s43008-024-00142-z,No abstract available
biotechnology,Exploration of mobile genetic elements in the ruminal microbiome of Nellore cattle,Faleiros C.A.,Scientific Reports,2024-12-01,0,14,1,,10.1038/s41598-024-63951-7,No abstract available
biotechnology,Environmental activity-based protein profiling for function-driven enzyme discovery from natural communities,Ninck S.,Environmental Microbiome,2024-12-01,0,19,1,,10.1186/s40793-024-00577-2,No abstract available
biotechnology,Rational engineering of Halomonas salifodinae to enhance hydroxyectoine production under lower-salt conditions,Yang N.,Applied Microbiology and Biotechnology,2024-12-01,0,108,1,,10.1007/s00253-024-13197-0,No abstract available
biotechnology,Bottlenecks in biobased approaches to plastic degradation,Bergeson A.R.,Nature Communications,2024-12-01,0,15,1,,10.1038/s41467-024-49146-8,No abstract available
biotechnology,Detergent-resistant α-amylase derived from Anoxybacillus karvacharensis K1 and its production based on whey,Ghevondyan D.,Scientific Reports,2024-12-01,0,14,1,,10.1038/s41598-024-63606-7,No abstract available
biotechnology,Regiodivergent biosynthesis of bridged bicyclononanes,Ernst L.,Nature Communications,2024-12-01,0,15,1,,10.1038/s41467-024-48879-w,No abstract available
biotechnology,Comparative genomic analysis of Planctomycetota potential for polysaccharide degradation identifies biotechnologically relevant microbes,Klimek D.,BMC Genomics,2024-12-01,0,25,1,,10.1186/s12864-024-10413-z,No abstract available
biotechnology,"Correction to: Assessing immunogenicity of CRISPR-NCas9 engineered strain against porcine epidemic diarrhea virus (Applied Microbiology and Biotechnology, (2024), 108, 1, (248), 10.1007/s00253-023-12989-0)",Li F.,Applied Microbiology and Biotechnology,2024-12-01,0,108,1,,10.1007/s00253-024-13192-5,No abstract available
biotechnology,Biotechnological potential of actinomycetes in the 21st century: a brief review,de Souza Rodrigues R.,"Antonie van Leeuwenhoek, International Journal of General and Molecular Microbiology",2024-12-01,0,117,1,,10.1007/s10482-024-01964-y,No abstract available
biotechnology,Exploring the potential of nanomaterials (NMs) as diagnostic tools and disease resistance for crop pathogens,Jabran M.,Chemical and Biological Technologies in Agriculture,2024-12-01,0,11,1,,10.1186/s40538-024-00592-y,No abstract available
biotechnology,Molecular mechanisms of aging and anti-aging strategies,Li Y.,Cell Communication and Signaling,2024-12-01,0,22,1,,10.1186/s12964-024-01663-1,No abstract available
biotechnology,"Correction to: Exploring the extrachromosomal plasmid rDNA of Naegleria fowleri AY27 genotype II: A human brain-eating amoeba via high-throughput sequencing (BMC Medical Genomics, (2024), 17, 1, (125), 10.1186/s12920-024-01890-y)",Aurongzeb M.,BMC Medical Genomics,2024-12-01,0,17,1,,10.1186/s12920-024-01912-9,No abstract available
biotechnology,Novel enzymes for biodegradation of polycyclic aromatic hydrocarbons identified by metagenomics and functional analysis in short-term soil microcosm experiments,Nagy K.K.,Scientific Reports,2024-12-01,0,14,1,,10.1038/s41598-024-61566-6,No abstract available
biotechnology,Preparation and characterization of hybrid polypyrrole nanoparticles as a conducting polymer with controllable size,Mahmood J.,Scientific Reports,2024-12-01,0,14,1,,10.1038/s41598-024-61587-1,No abstract available
biotechnology,BioPrediction-RPI: Democratizing the prediction of interaction between non-coding RNA and protein with end-to-end machine learning,Florentino B.R.,Computational and Structural Biotechnology Journal,2024-12-01,0,23,No issue available,2267-2276,10.1016/j.csbj.2024.05.031,No abstract available
biotechnology,MicroRNA Nano-Shuttles: Engineering Extracellular Vesicles as a Cutting-Edge Biotechnology Platform for Clinical Use in Therapeutics,Menjivar N.G.,Biological Procedures Online,2024-12-01,0,26,1,,10.1186/s12575-024-00241-6,No abstract available
autonomous vehicles,"Effects of multimodal explanations for autonomous driving on driving performance, cognitive load, expertise, confidence, and trust",Kaufman R.,Scientific Reports,2024-12-01,0,14,1,,10.1038/s41598-024-62052-9,No abstract available
autonomous vehicles,Curse of rarity for autonomous vehicles,Liu H.X.,Nature Communications,2024-12-01,0,15,1,,10.1038/s41467-024-49194-0,No abstract available
autonomous vehicles,An fNIRS dataset for driving risk cognition of passengers in highly automated driving scenarios,Zhang X.,Scientific Data,2024-12-01,0,11,1,,10.1038/s41597-024-03353-6,No abstract available
autonomous vehicles,Machine vision-based autonomous road hazard avoidance system for self-driving vehicles,Qiu C.,Scientific Reports,2024-12-01,0,14,1,,10.1038/s41598-024-62629-4,No abstract available
autonomous vehicles,Microwave-transparent metallic metamaterials for autonomous driving safety,Lee E.J.,Nature Communications,2024-12-01,0,15,1,,10.1038/s41467-024-49001-w,No abstract available
autonomous vehicles,Continuity of GNSS as a critical attribute for safety applications in land transport,Filip A.,Scientific Reports,2024-12-01,0,14,1,,10.1038/s41598-024-61937-z,No abstract available
autonomous vehicles,Automatic Miscalibration Detection and Correction of LiDAR and Camera Using Motion Cues,Peng P.,Chinese Journal of Mechanical Engineering (English Edition),2024-12-01,0,37,1,,10.1186/s10033-024-01035-3,No abstract available
autonomous vehicles,Shared autonomous vehicles and agent based models: a review of methods and impacts,Karolemeas C.,European Transport Research Review,2024-12-01,0,16,1,,10.1186/s12544-024-00644-2,No abstract available
